2023-01-13 03:57:14,Gilean Oakheart,22,125,Cyclops Brute,Defeated
2021-09-08 07:47:40,Aerendir Earthshaker,207,74,Cave Spider,Defeated
2022-06-03 23:42:27,Thaldor Shadowflame,187,123,Flamekeeper Elemental,Captured
2023-08-28 12:53:52,Thorgal Nightbane,26,153,Banshee Queen,Escaped
2023-03-06 12:03:59,Aerendir Stoneshield,150,95,Twisted Dryad,Defeated
2022-11-19 06:39:18,Endora Dragonfang,115,44,Black Widow,Defeated
2021-07-13 21:50:56,Aerendir Earthshaker,207,26,Fallen Archangel,Escaped
2022-05-25 10:15:41,Illinor Thunderclap,184,162,Swamp Leviathan,Escaped
2021-09-10 09:38:28,Ulfrik Skyshard,1,85,Lunar Moth,Escaped
2021-10-01 23:56:08,Zyraziel Swiftblade,33,28,Crimson Rogue,Captured
2021-08-29 20:53:06,Morwyn Duskheart,52,173,Black Widow,Defeated
2022-12-09 19:30:59,Zephyra Snowfall,178,81,Enchanted Treant,Defeated
2021-06-04 22:32:54,Endora Darkfall,90,213,Forest Spirit,Defeated
2021-02-22 02:58:02,Lythor Bearclaw,130,187,Silverback Gorilla,Captured
2023-07-12 13:54:00,Drakan Seaspray,35,193,Chained Spirit,Captured
2021-02-04 06:59:57,Saphyra Moonshard,195,208,Illusionary Trickster,Defeated
2023-01-31 05:30:46,Belthorn Ashmantle,250,35,Vampire Lord,Escaped
2021-03-03 20:10:57,Daelis Dragonfang,169,135,Warrior Orc,Defeated
2021-03-27 16:43:43,Veyla Sunspire,79,253,Spectral Warden,Escaped
2022-04-30 08:19:57,Oberion Ironthorn,16,168,Death Reaper,Defeated
2022-08-14 17:52:28,Ulfrik Fellseeker,223,206,Alpha Wolf,Defeated
2021-01-15 04:54:40,Zephyra Deathbringer,98,101,Ice Elemental,Escaped
2021-02-09 13:26:11,Qelthar Iceshard,32,105,Cyclops Brute,Captured
2021-11-13 20:25:27,Thaelis Firemantle,92,155,Radiant Valkyrie,Captured
2023-08-15 05:35:30,Oromis Darkbane,230,145,Demonic Harbinger,Captured
2023-07-01 17:07:16,Veyla Frostclaw,85,108,Warrior Orc,Defeated
2022-08-01 11:27:08,Zaela Shadowheart,59,212,Twisted Dryad,Escaped
2021-09-11 01:05:53,Veylan Earthstrider,74,201,Ancient Wyrm,Defeated
2021-12-27 23:16:08,Endora Darkfall,90,105,Cyclops Brute,Escaped
2021-10-07 23:30:45,Qelthar Iceshard,32,185,Demonic Harbinger,Captured
2021-06-23 06:42:21,Oromis Darkbane,230,232,Phantom Banshee,Captured
2021-09-18 11:41:26,Endora Firethorn,81,60,Skeletal Mage,Escaped
2023-05-20 06:11:40,Oberion Ironthorn,16,97,Earthquake Worm,Escaped
2022-03-01 06:40:58,Selendis Swiftblade,200,185,Demonic Harbinger,Escaped
2023-03-02 07:49:35,Elandria Firethorn,158,10,Chained Spirit,Defeated
2021-10-29 17:11:37,Lunarion Darkbane,181,206,Alpha Wolf,Escaped
2022-09-23 18:08:49,Thorgal Shadowgale,201,151,Shadow Stalker,Escaped
2022-06-08 07:51:32,Veyla Earthstrider,242,220,Royal Griffin,Captured
2023-06-07 18:43:22,Selendis Earthshaker,251,114,Unholy Death Knight,Defeated
2022-05-31 09:13:07,Veyla Earthstrider,242,214,Clockwork Guardian,Escaped
2021-12-06 10:11:31,Aryndis Whitewolf,56,232,Phantom Banshee,Captured
2023-08-21 04:09:51,Xirelle Darkfall,127,253,Spectral Warden,Captured
2023-05-19 18:52:34,Solandria Stormblade,256,14,Spectral Knight,Defeated
2022-09-22 14:14:21,Gwynara Swiftwind,280,86,Skeletal Mage,Captured
2021-05-22 06:21:19,Illinor Silvermoon,197,227,Chained Spirit,Defeated
2022-10-13 20:30:46,Thaelis Starshield,10,45,Harpy Scream,Captured
2021-12-14 20:15:39,Valyndra Earthshaker,147,88,Scourge Wight,Captured
2023-07-17 23:36:09,Aryndis Whitewolf,56,86,Skeletal Mage,Escaped
2021-08-31 23:15:31,Gilean Oakheart,22,14,Spectral Knight,Defeated
2022-02-25 17:07:54,Zaela Shadowgale,20,151,Shadow Stalker,Captured
2021-09-20 06:45:14,Grundor Steelstrike,192,256,Spiked Behemoth,Defeated
2022-04-02 12:08:52,Ashara Frostbane,46,81,Enchanted Treant,Escaped
2023-05-16 11:48:11,Xyphera Leafwhisper,255,224,Mystic Djinn,Captured
2022-07-18 06:42:07,Thorgrim Dreadbane,259,239,Clockwork Guardian,Captured
2022-09-19 00:00:01,Selendis Earthshaker,251,219,Stone Sentinel,Captured
2022-10-26 16:19:06,Raelan Leafwhisper,258,141,Wandering Yeti,Captured
2023-08-17 23:33:31,Delgath Earthstrider,116,3,Necrotic Lich,Escaped
2021-06-23 07:54:59,Gorgrim Fellseeker,128,143,Poisonous Plant,Escaped
2021-11-12 01:02:29,Xyra Whitewolf,135,153,Banshee Queen,Captured
2023-02-26 02:40:24,Endora Darkfall,90,32,Abyssal Fiend,Defeated
